sample,collection,genus,species,IS1,IS110,IS1182,IS1380,IS1595,IS1634,IS200/IS605,IS21,IS256,IS3,IS30,IS4,IS481,IS5,IS6,IS607,IS630,IS66,IS701,IS91,IS982,ISAS1,ISKRA4,ISL3,ISNCY,new
SRX14268386,ncbi_nanopore,Staphylococcus,aureus,0,4,12,0,0,0,3,2,0,5,3,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1
GCF_013046865.1,ncbi_complete,Staphylococcus,aureus,0,0,11,0,0,0,8,10,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1
GCF_019134635.1,ncbi_complete,Staphylococcus,aureus,0,0,8,1,0,0,0,3,14,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,2
GCF_025559805.1,ncbi_complete,Staphylococcus,aureus,0,0,11,0,0,0,0,7,0,7,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2
GCA_035521895.1,ncbi_complete,Staphylococcus,aureus,0,1,12,0,0,0,3,1,0,5,3,0,0,0,3,0,0,0,0,0,0,0,0,2,0,2
GCA_030289975.1,ncbi_complete,Staphylococcus,aureus,0,0,14,0,0,0,0,5,0,11,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3
SRX8843603,ncbi_nanopore,Staphylococcus,aureus,0,0,10,0,0,0,0,5,0,5,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
GCF_003330905.1,ncbi_complete,Staphylococcus,aureus,0,0,5,0,0,0,0,7,1,3,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,3
GCF_001515685.1,ncbi_complete,Staphylococcus,aureus,0,0,21,0,0,0,5,5,18,2,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,6
SRX23626427,ncbi_nanopore,Staphylococcus,aureus,0,0,2,0,0,0,0,3,2,10,0,0,0,0,6,0,0,0,0,0,0,0,0,14,0,1
GCF_009912115.1,ncbi_complete,Staphylococcus,aureus,0,1,6,0,0,0,0,6,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GCA_008935275.1,ncbi_complete,Staphylococcus,aureus,0,1,12,0,0,0,3,3,0,5,2,0,0,0,5,0,0,0,0,0,0,0,0,2,0,2
GCF_003354945.1,ncbi_complete,Staphylococcus,aureus,0,0,12,0,0,0,2,4,14,2,2,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0
GCA_008935095.1,ncbi_complete,Staphylococcus,aureus,0,0,12,0,0,0,4,3,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1
ERX7750092,ncbi_nanopore,Staphylococcus,aureus,0,0,11,0,0,0,0,6,2,2,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1
SRX18818622,ncbi_nanopore,Staphylococcus,aureus,0,0,8,0,0,0,1,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRX23626021,ncbi_nanopore,Staphylococcus,aureus,0,3,12,0,0,0,0,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
GCF_038096215.1,ncbi_complete,Staphylococcus,aureus,0,0,4,0,0,0,0,3,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GCF_015219885.1,ncbi_complete,Staphylococcus,aureus,0,0,12,0,0,0,0,6,18,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
GCA_014725555.1,ncbi_complete,Staphylococcus,aureus,0,3,12,0,0,0,0,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
GCA_008934515.1,ncbi_complete,Staphylococcus,aureus,0,1,12,0,0,0,3,2,0,5,3,0,0,0,3,0,0,0,0,0,0,0,0,2,0,2
GCA_030288655.1,ncbi_complete,Staphylococcus,aureus,0,0,10,0,0,0,0,3,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3
GCA_030290375.1,ncbi_complete,Staphylococcus,aureus,0,0,6,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SRX21464877,ncbi_nanopore,Staphylococcus,aureus,0,1,1,0,0,0,0,2,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0
GCF_002803885.1,ncbi_complete,Staphylococcus,aureus,0,0,3,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,0,1
SRX20304486,ncbi_nanopore,Staphylococcus,aureus,0,0,6,0,0,0,0,7,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,1
SRX8843585,ncbi_nanopore,Staphylococcus,aureus,0,0,14,0,0,0,0,6,0,6,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
GCA_008934535.1,ncbi_complete,Staphylococcus,aureus,0,0,5,0,0,0,0,7,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,6,0,4
SRX23626180,ncbi_nanopore,Staphylococcus,aureus,0,0,5,0,0,0,0,7,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,1
SRX17889098,ncbi_nanopore,Staphylococcus,aureus,0,2,10,0,0,0,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
SRX21464880,ncbi_nanopore,Staphylococcus,aureus,0,1,1,0,0,0,0,2,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0
GCF_025561585.1,ncbi_complete,Staphylococcus,aureus,0,0,11,0,0,0,0,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GCA_030290335.1,ncbi_complete,Staphylococcus,aureus,0,0,8,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
GCF_002000845.1,ncbi_complete,Staphylococcus,aureus,0,1,12,0,0,0,3,3,0,5,3,0,0,0,6,0,0,0,0,0,0,0,0,2,0,2
GCF_024741715.1,ncbi_complete,Staphylococcus,aureus,0,1,16,0,0,0,4,12,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
GCF_033802645.2,ncbi_complete,Staphylococcus,aureus,0,0,15,0,0,0,6,17,0,4,3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1
GCF_900324275.1,ncbi_complete,Staphylococcus,aureus,0,0,5,0,0,0,0,6,0,4,6,0,0,0,4,0,0,0,0,0,0,0,0,3,0,2
GCF_008619235.1,ncbi_complete,Staphylococcus,aureus,0,0,12,0,0,0,3,2,0,2,2,0,0,0,6,0,0,0,0,0,0,0,0,1,0,1
GCF_025398055.1,ncbi_complete,Staphylococcus,aureus,0,1,5,0,0,0,0,4,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7
GCF_038786585.1,ncbi_complete,Staphylococcus,aureus,0,0,12,0,0,0,0,4,2,0,2,0,0,0,7,0,0,0,0,0,0,0,0,5,0,2
GCA_030289415.1,ncbi_complete,Staphylococcus,aureus,0,0,4,0,0,0,0,2,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GCF_033952345.2,ncbi_complete,Staphylococcus,aureus,0,1,12,0,0,0,3,3,0,5,3,0,0,0,6,0,0,0,0,0,0,0,0,2,0,2
SRX5566978,ncbi_nanopore,Staphylococcus,aureus,0,0,5,0,0,0,0,2,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRX21464902,ncbi_nanopore,Staphylococcus,aureus,0,0,6,0,0,0,0,8,0,4,5,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0
SRX21465019,ncbi_nanopore,Staphylococcus,aureus,0,0,10,0,0,0,0,2,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1
GCA_014727615.1,ncbi_complete,Staphylococcus,aureus,0,0,5,0,0,0,0,7,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,2
SRX8843599,ncbi_nanopore,Staphylococcus,aureus,0,0,11,0,0,0,3,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
GCF_025559585.1,ncbi_complete,Staphylococcus,aureus,0,0,3,0,0,0,1,2,0,9,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1
GCA_039527645.1,ncbi_complete,Staphylococcus,aureus,0,4,13,0,0,0,3,2,0,5,3,0,0,0,6,0,0,0,0,0,0,0,0,2,0,2
GCF_036492515.1,ncbi_complete,Staphylococcus,aureus,0,0,6,0,0,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GCF_020389325.1,ncbi_complete,Staphylococcus,aureus,0,0,5,0,0,0,0,9,0,4,6,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0
SRX8663739,ncbi_nanopore,Staphylococcus,aureus,0,0,12,0,0,0,3,6,0,22,2,0,0,0,12,0,0,0,0,0,0,0,0,2,0,2
GCA_008935495.1,ncbi_complete,Staphylococcus,aureus,0,1,13,0,0,0,3,3,0,5,3,0,0,0,10,0,0,0,0,0,0,0,0,2,0,4
GCA_008934435.1,ncbi_complete,Staphylococcus,aureus,0,0,5,0,0,0,0,7,24,3,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,3
GCF_019738975.1,ncbi_complete,Staphylococcus,aureus,0,1,12,0,0,0,3,2,0,5,3,0,0,0,5,0,0,0,0,0,0,0,0,2,0,2
SRX21464869,ncbi_nanopore,Staphylococcus,aureus,0,0,10,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1
SRX20720501,ncbi_nanopore,Staphylococcus,aureus,0,2,10,0,0,0,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3
GCA_033444505.1,ncbi_complete,Staphylococcus,aureus,0,0,5,0,0,0,0,7,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,3
GCF_028596165.1,ncbi_complete,Staphylococcus,aureus,0,0,11,0,0,0,2,4,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,2,0,1
GCF_000144955.2,ncbi_complete,Staphylococcus,aureus,0,2,10,0,0,0,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
GCF_000009005.1,ncbi_complete,Staphylococcus,aureus,0,1,1,0,0,0,0,2,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,9,0,0
GCF_022405275.1,ncbi_complete,Staphylococcus,aureus,0,0,4,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1
SRX19469828,ncbi_nanopore,Staphylococcus,aureus,0,0,6,0,0,0,0,7,1,3,2,0,0,0,19,0,0,0,0,0,0,0,0,11,0,2
SRX23626091,ncbi_nanopore,Staphylococcus,aureus,0,0,5,0,0,0,0,8,0,4,5,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0
GCF_020702515.2,ncbi_complete,Staphylococcus,aureus,0,0,11,0,0,0,7,10,0,1,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1
GCF_001656075.1,ncbi_complete,Staphylococcus,aureus,0,0,14,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
GCA_040234245.1,ncbi_complete,Staphylococcus,aureus,0,0,5,0,0,0,0,7,1,3,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,4
GCF_003342775.1,ncbi_complete,Staphylococcus,aureus,0,2,10,0,0,0,1,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,1
GCA_030293785.1,ncbi_complete,Staphylococcus,aureus,0,0,13,0,0,0,0,5,0,8,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3
SRX7551941,ncbi_nanopore,Staphylococcus,aureus,0,0,13,0,0,0,0,5,0,8,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3
GCF_022691345.1,ncbi_complete,Staphylococcus,aureus,0,0,6,0,0,0,0,7,2,3,2,0,0,0,21,0,0,0,0,0,0,0,0,11,0,2
GCF_030644165.1,ncbi_complete,Staphylococcus,aureus,0,0,11,0,0,0,3,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
SRX8843596,ncbi_nanopore,Staphylococcus,aureus,0,0,15,0,0,0,0,6,0,5,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3
GCA_030289175.1,ncbi_complete,Staphylococcus,aureus,0,0,4,0,0,0,0,6,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,9,0,1
GCF_030219405.1,ncbi_complete,Staphylococcus,aureus,0,0,10,0,0,0,0,2,0,1,3,0,0,0,7,0,0,0,0,0,0,0,0,4,0,3
GCF_900324245.1,ncbi_complete,Staphylococcus,aureus,0,0,5,0,0,0,0,6,0,4,3,0,0,0,4,0,0,0,0,0,0,0,0,3,0,1
GCF_002355355.1,ncbi_complete,Staphylococcus,aureus,0,0,12,0,0,0,4,3,19,2,3,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1
GCF_000382985.1,ncbi_complete,Staphylococcus,aureus,0,0,6,0,0,0,0,6,1,2,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,5
SRX18818627,ncbi_nanopore,Staphylococcus,aureus,0,0,4,0,0,0,0,6,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,10,0,1
GCF_008619075.1,ncbi_complete,Staphylococcus,aureus,0,0,4,0,0,0,0,7,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,2
GCF_003354745.1,ncbi_complete,Staphylococcus,aureus,0,0,15,0,0,0,0,5,0,4,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3
GCF_034661335.1,ncbi_complete,Staphylococcus,aureus,0,0,4,0,0,0,0,7,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,2
SRX23626184,ncbi_nanopore,Staphylococcus,aureus,0,0,3,0,0,0,0,2,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,3
ERX7750108,ncbi_nanopore,Staphylococcus,aureus,0,0,14,0,0,0,6,14,3,4,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1
SRX5566898,ncbi_nanopore,Staphylococcus,aureus,0,0,14,0,0,0,0,6,0,8,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4
GCF_019551315.1,ncbi_complete,Staphylococcus,aureus,0,0,4,0,0,0,0,7,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,2
SRX21464871,ncbi_nanopore,Staphylococcus,aureus,0,0,14,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
GCF_024741635.1,ncbi_complete,Staphylococcus,aureus,0,2,24,0,0,0,4,14,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
GCA_008935695.1,ncbi_complete,Staphylococcus,aureus,0,1,12,0,0,0,3,2,0,5,3,0,0,0,5,0,0,0,0,0,0,0,0,2,0,2
GCA_017088185.1,ncbi_complete,Staphylococcus,aureus,0,0,12,0,0,0,3,2,0,2,2,0,0,0,5,0,0,0,0,0,0,0,0,2,0,1
GCA_008936495.1,ncbi_complete,Staphylococcus,aureus,0,2,12,0,0,0,3,3,0,5,3,0,0,0,6,0,0,0,0,0,0,0,0,2,0,2
GCF_003425545.1,ncbi_complete,Staphylococcus,aureus,0,0,12,0,0,0,2,3,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,1
GCF_033808255.1,ncbi_complete,Staphylococcus,aureus,0,0,16,0,0,0,0,3,19,4,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1
SRX18818631,ncbi_nanopore,Staphylococcus,aureus,0,0,7,0,0,0,1,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
GCA_014730395.1,ncbi_complete,Staphylococcus,aureus,0,0,5,0,0,0,0,6,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,7,0,4
GCA_035454705.1,ncbi_complete,Staphylococcus,aureus,0,0,6,0,0,0,0,7,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,1
SRX5566951,ncbi_nanopore,Staphylococcus,aureus,0,0,14,0,0,0,0,4,0,8,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3
GCF_002204555.1,ncbi_complete,Staphylococcus,aureus,0,0,5,0,0,0,0,7,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,9,0,3
GCF_009911895.1,ncbi_complete,Staphylococcus,aureus,0,0,11,0,0,0,3,3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
GCA_014727335.1,ncbi_complete,Staphylococcus,aureus,0,0,5,0,0,0,0,6,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,6,0,4
SRX23625885,ncbi_nanopore,Staphylococcus,aureus,0,0,7,0,0,0,1,4,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2
GCF_022693225.1,ncbi_complete,Staphylococcus,aureus,0,0,5,0,0,0,0,7,1,3,2,0,0,0,21,0,0,0,0,0,0,0,0,11,0,2
SRX7570742,ncbi_nanopore,Staphylococcus,aureus,0,1,12,0,0,0,3,2,0,5,3,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
SRX8843575,ncbi_nanopore,Staphylococcus,aureus,0,0,7,0,0,0,1,5,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
SRX8843550,ncbi_nanopore,Staphylococcus,aureus,0,0,10,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1
GCF_022405575.1,ncbi_complete,Staphylococcus,aureus,0,0,13,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GCA_030288875.1,ncbi_complete,Staphylococcus,aureus,0,3,11,0,0,0,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
GCF_009739885.1,ncbi_complete,Staphylococcus,aureus,0,0,5,0,0,0,0,6,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,3
SRX5566948,ncbi_nanopore,Staphylococcus,aureus,0,0,7,0,0,0,1,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SRX7570741,ncbi_nanopore,Staphylococcus,aureus,0,1,12,0,0,0,3,1,0,5,3,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1
SRX21464954,ncbi_nanopore,Staphylococcus,aureus,0,0,10,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1
GCF_022406125.1,ncbi_complete,Staphylococcus,aureus,0,0,10,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1
SRX7551916,ncbi_nanopore,Staphylococcus,aureus,0,5,16,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
GCA_030288155.1,ncbi_complete,Staphylococcus,aureus,0,0,5,0,0,0,0,7,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,1
SRX21464939,ncbi_nanopore,Staphylococcus,aureus,0,1,1,0,0,0,0,1,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0
GCA_014729855.1,ncbi_complete,Staphylococcus,aureus,0,1,12,0,0,0,3,2,0,5,4,0,0,0,7,0,0,0,0,0,0,0,0,2,0,2
GCA_030439875.1,ncbi_complete,Staphylococcus,aureus,0,0,6,0,0,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GCF_034043175.1,ncbi_complete,Staphylococcus,aureus,0,0,8,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,1
GCF_030533895.1,ncbi_complete,Staphylococcus,aureus,0,0,10,0,0,0,8,8,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1
GCA_014731995.1,ncbi_complete,Staphylococcus,aureus,0,0,5,0,0,0,0,6,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,6,0,4
GCA_008936175.1,ncbi_complete,Staphylococcus,aureus,0,0,12,0,0,0,3,2,0,2,3,0,0,0,4,0,0,0,0,0,0,0,0,2,0,2
GCF_029204145.1,ncbi_complete,Staphylococcus,aureus,0,0,8,1,0,0,0,3,11,1,2,0,0,0,9,0,0,0,0,0,0,0,0,1,0,3
GCF_001019255.2,ncbi_complete,Staphylococcus,aureus,0,0,6,0,0,0,0,7,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,1
SRX5566906,ncbi_nanopore,Staphylococcus,aureus,0,0,4,0,0,0,0,5,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,2
SRX7208664,ncbi_nanopore,Staphylococcus,aureus,0,0,10,0,0,0,3,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
GCF_020388355.1,ncbi_complete,Staphylococcus,aureus,0,0,12,0,0,0,3,3,0,2,3,0,0,0,7,0,0,0,0,0,0,0,0,2,0,1
GCF_000967405.1,ncbi_complete,Staphylococcus,aureus,0,0,6,0,0,0,0,6,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,5
GCF_009913015.1,ncbi_complete,Staphylococcus,aureus,0,0,5,0,0,0,0,7,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,3
GCA_020025495.1,ncbi_complete,Staphylococcus,aureus,0,0,11,0,0,0,3,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
GCF_009911965.1,ncbi_complete,Staphylococcus,aureus,0,0,11,0,0,0,5,3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
ERX10108896,ncbi_nanopore,Staphylococcus,aureus,0,0,5,0,0,0,0,6,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,9,0,1
GCF_001298325.2,ncbi_complete,Staphylococcus,aureus,0,0,8,1,0,0,0,4,16,1,2,0,0,0,6,0,0,0,0,0,0,0,0,1,0,3
GCF_009913035.1,ncbi_complete,Staphylococcus,aureus,0,0,7,0,0,0,1,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
GCA_008937635.1,ncbi_complete,Staphylococcus,aureus,0,1,12,0,0,0,3,3,0,5,3,0,0,0,5,0,0,0,0,0,0,0,0,2,0,2
GCF_003354965.1,ncbi_complete,Staphylococcus,aureus,0,0,12,0,0,0,2,3,16,2,2,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0
GCF_024363505.1,ncbi_complete,Staphylococcus,aureus,0,0,8,0,0,0,1,4,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3
GCF_001640885.1,ncbi_complete,Staphylococcus,aureus,0,0,4,0,0,0,0,6,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,9,0,2
GCF_034105255.2,ncbi_complete,Staphylococcus,aureus,0,4,12,0,0,0,3,3,0,5,3,0,0,0,6,0,0,0,0,0,0,0,0,2,0,2
GCF_001549675.1,ncbi_complete,Staphylococcus,aureus,0,2,13,0,0,0,1,3,14,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,1
GCA_030289875.1,ncbi_complete,Staphylococcus,aureus,0,0,14,0,0,0,0,6,0,9,10,0,0,0,2,0,0,0,0,0,0,0,0,3,0,3
SRX5566976,ncbi_nanopore,Staphylococcus,aureus,0,0,11,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
SRX8843601,ncbi_nanopore,Staphylococcus,aureus,0,0,14,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCF_003354725.1,ncbi_complete,Staphylococcus,aureus,0,0,15,0,0,0,0,5,0,4,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3
GCF_037482265.1,ncbi_complete,Staphylococcus,aureus,0,1,12,0,0,0,3,2,0,5,3,0,0,0,5,0,0,0,0,0,0,0,0,2,0,2
GCF_038096315.1,ncbi_complete,Staphylococcus,aureus,0,4,12,0,0,0,3,3,0,5,3,0,0,0,6,0,0,0,0,0,0,0,0,2,0,2
GCF_019669165.1,ncbi_complete,Staphylococcus,aureus,0,0,5,0,0,0,0,7,8,4,5,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0
GCF_030717605.1,ncbi_complete,Staphylococcus,aureus,0,0,13,0,0,0,0,4,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
DRX276976,ncbi_nanopore,Staphylococcus,aureus,0,0,7,0,0,0,1,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
GCA_035508035.1,ncbi_complete,Staphylococcus,aureus,0,0,12,0,0,0,3,4,1,2,2,0,0,0,12,0,0,0,0,0,0,0,0,1,0,1
SRX8843592,ncbi_nanopore,Staphylococcus,aureus,0,0,5,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1
GCF_022405775.1,ncbi_complete,Staphylococcus,aureus,0,0,12,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1
GCA_014726155.1,ncbi_complete,Staphylococcus,aureus,0,2,12,0,0,0,3,2,0,5,3,0,0,0,4,0,0,0,0,0,0,0,0,2,0,2
SRX23625895,ncbi_nanopore,Staphylococcus,aureus,0,0,3,0,0,0,0,3,2,10,0,0,0,0,6,0,0,0,0,0,0,0,0,14,0,1
DRX326675,ncbi_nanopore,Staphylococcus,aureus,0,0,12,0,0,0,3,1,10,2,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
SRX8843538,ncbi_nanopore,Staphylococcus,aureus,0,0,2,0,0,0,0,2,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,16,0,0
GCF_008244705.1,ncbi_complete,Staphylococcus,aureus,0,1,12,0,0,0,3,2,0,5,3,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1
GCF_036670135.1,ncbi_complete,Staphylococcus,aureus,0,0,10,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1
GCF_008620055.1,ncbi_complete,Staphylococcus,aureus,0,0,4,0,0,0,0,7,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,13,0,2
GCF_020887215.1,ncbi_complete,Staphylococcus,aureus,0,1,13,0,0,0,5,14,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GCF_013394425.1,ncbi_complete,Staphylococcus,aureus,0,0,12,0,0,0,3,2,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,2,0,1
GCF_003030225.1,ncbi_complete,Staphylococcus,aureus,0,0,8,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRX5566896,ncbi_nanopore,Staphylococcus,aureus,0,0,15,0,0,0,0,5,0,6,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7
GCA_033444605.1,ncbi_complete,Staphylococcus,aureus,0,0,4,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1
SRX7551930,ncbi_nanopore,Staphylococcus,aureus,0,0,5,0,0,0,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GCA_014731065.1,ncbi_complete,Staphylococcus,aureus,0,3,12,0,0,0,3,3,0,5,3,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1
GCF_004153365.1,ncbi_complete,Staphylococcus,aureus,0,0,15,0,0,0,6,21,3,4,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1
SRX8843712,ncbi_nanopore,Staphylococcus,aureus,0,0,12,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1
GCA_039622155.1,ncbi_complete,Staphylococcus,aureus,0,1,1,0,0,0,0,2,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0
GCF_031826815.1,ncbi_complete,Staphylococcus,aureus,0,2,11,0,0,0,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,1
